"document","comment_id","type","start","end"
"NDY-003","3562","positive feedback","35","57"
"NDY-003","3563","positive feedback","0","5"
"NDY-003","3563","positive feedback","6","15"
"NDY-003","3563","implicit","16","57"
"NDY-003","3563","compliment","58","130"
"NDY-003","3564","positive feedback","0","1"
"NDY-003","3565","affection declaration","0","16"
"NDY-003","3566","affection declaration","0","66"
"NDY-003","3568","positive feedback","0","4"
"NDY-003","3569","agreement","13","23"
"NDY-003","3576","positive feedback","0","11"
"NDY-003","3577","positive feedback","0","5"
"NDY-003","3584","positive feedback","0","5"
"NDY-003","3585","affection declaration","0","16"
"NDY-003","3586","positive feedback","0","42"
"NDY-003","3590","positive feedback","0","18"
"NDY-003","3591","positive feedback","0","9"
"NDY-003","3592","compliment","0","38"
"NDY-003","3593","affection declaration","0","12"
"NDY-003","3594","ambiguous","0","3"
"NDY-003","3631","positive feedback","0","21"
"NDY-003","3632","affection declaration","0","45"
"NDY-003","3632","compliment","51","78"
"NDY-003","3633","ambiguous","0","33"
"NDY-003","3647","affection declaration","0","20"
"NDY-003","3653","positive feedback","0","9"
"NDY-003","3654","positive feedback","0","17"
"NDY-003","3655","positive feedback","6","20"
"NDY-003","3656","positive feedback","0","3"
"NDY-003","3657","ambiguous","0","46"
"NDY-003","3659","positive feedback","0","12"
"NDY-003","3661","ambiguous","0","3"
"NDY-003","3662","positive feedback","17","24"
"NDY-003","3663","positive feedback","0","22"
"NDY-003","3663","positive feedback","71","72"
"NDY-003","3663","affection declaration","73","148"
"NDY-003","3664","agreement","17","19"
"NDY-003","3669","affection declaration","0","13"
"NDY-003","3670","affection declaration","0","20"
"NDY-003","3671","positive feedback","0","25"
"NDY-003","3672","compliment","0","23"
"NDY-003","3681","positive feedback","0","4"
"NDY-003","3682","positive feedback","0","1"
"NDY-003","3684","positive feedback","0","9"
"NDY-003","3689","positive feedback","18","70"
"NDY-003","3693","positive feedback","73","75"
"NDY-003","3694","positive feedback","0","24"
"NDY-003","3697","affection declaration","17","49"
"NDY-003","3699","compliment","24","71"
"NDY-003","3700","agreement","0","74"
"NDY-003","3711","positive feedback","0","12"
"NDY-003","3713","compliment","0","25"
"NDY-003","3714","positive feedback","0","24"
"NDY-003","3715","group membership","0","27"
"NDY-003","3718","positive feedback","0","26"
"NDY-003","3720","agreement","0","25"
"NDY-003","3722","ambiguous","0","6"
"NDY-003","3727","positive feedback","0","16"
"NDY-003","3727","compliment","21","36"
"NDY-003","3728","affection declaration","0","24"
"NDY-003","3728","compliment","34","51"
"NDY-003","3731","ambiguous","0","5"
"NDY-003","3732","positive feedback","20","23"
"NDY-003","3733","positive feedback","0","1"
"NDY-003","3734","positive feedback","22","42"
"NDY-003","3737","positive feedback","0","18"
"NDY-003","3738","positive feedback","57","60"
"NDY-003","3740","positive feedback","4","5"
"NDY-003","3740","ambiguous","6","9"
"NDY-003","3742","group membership","36","62"
"NDY-003","3744","positive feedback","0","7"
"NDY-003","3746","positive feedback","0","31"
"NDY-003","3749","positive feedback","0","12"
"NDY-003","3749","affection declaration","13","37"
"NDY-003","3750","positive feedback","25","32"
"NDY-003","3755","affection declaration","0","20"
"NDY-003","3757","positive feedback","29","30"
"NDY-003","3758","affection declaration","0","34"
"NDY-003","3758","affection declaration","35","84"
"NDY-003","3760","positive feedback","37","69"
"NDY-003","3761","positive feedback","37","69"
"NDY-003","3763","positive feedback","0","54"
"NDY-003","3764","positive feedback","0","29"
"NDY-003","3765","positive feedback","0","7"
"NDY-003","3766","positive feedback","0","46"
"NDY-003","3767","positive feedback","0","8"
"NDY-003","3767","positive feedback","47","49"
"NDY-003","3773","positive feedback","27","30"
"NDY-003","3779","positive feedback","32","35"
"NDY-003","3797","positive feedback","0","34"
"NDY-003","3800","positive feedback","35","37"
"NDY-003","3801","compliment","25","62"
"NDY-003","3804","positive feedback","0","23"
"NDY-020","1","positive feedback","0","11"
"NDY-020","2","compliment","0","109"
"NDY-020","2","positive feedback","110","133"
"NDY-020","2","positive feedback","134","175"
"NDY-020","3","positive feedback","0","169"
"NDY-020","4","positive feedback","0","37"
"NDY-020","4","compliment","40","119"
"NDY-020","6","compliment","0","72"
"NDY-020","10","positive feedback","0","14"
"NDY-020","10","compliment","15","60"
"NDY-020","11","compliment","0","20"
"NDY-020","11","compliment","24","51"
"NDY-020","11","affection declaration","62","72"
"NDY-020","12","compliment","0","46"
"NDY-020","12","affection declaration","51","102"
"NDY-020","13","positive feedback","0","20"
"NDY-020","13","positive feedback","21","47"
"NDY-020","13","positive feedback","48","125"
"NDY-020","18","positive feedback","0","43"
"NDY-020","18","compliment","46","65"
"NDY-020","18","compliment","68","112"
"NDY-020","18","compliment","115","243"
"NDY-020","18","positive feedback","246","288"
"NDY-020","18","positive feedback","291","313"
"NDY-020","18","encouragement","316","352"
"NDY-020","19","positive feedback","0","15"
"NDY-020","19","compliment","18","92"
"NDY-020","19","positive feedback","131","244"
"NDY-020","19","affection declaration","247","282"
"NDY-020","20","positive feedback","0","9"
"NDY-020","20","positive feedback","10","43"
"NDY-020","20","compliment","48","93"
"NDY-020","21","positive feedback","0","23"
"NDY-020","22","positive feedback","0","27"
"NDY-020","23","compliment","0","25"
"NDY-020","24","positive feedback","0","70"
"NDY-020","24","compliment","71","146"
"NDY-020","24","positive feedback","147","172"
"NDY-020","25","positive feedback","0","17"
"NDY-020","27","positive feedback","0","6"
"NDY-020","27","positive feedback","7","313"
"NDY-020","27","positive feedback","314","368"
"NDY-020","28","positive feedback","0","30"
"NDY-020","29","positive feedback","0","20"
"NDY-020","31","positive feedback","0","10"
"NDY-020","31","positive feedback","11","39"
"NDY-020","31","affection declaration","40","56"
"NDY-020","33","compliment","0","110"
"NDY-020","34","positive feedback","0","9"
"NDY-020","36","positive feedback","0","25"
"NDY-020","36","positive feedback","58","59"
"NDY-020","36","encouragement","60","82"
"NDY-020","37","affection declaration","28","94"
"NDY-020","37","positive feedback","28","68"
"NDY-020","37","positive feedback","95","145"
"NDY-020","39","positive feedback","0","24"
"NDY-020","40","compliment","10","53"
"NDY-020","42","positive feedback","106","137"
"NDY-020","42","positive feedback","255","284"
"NDY-020","51","positive feedback","0","44"
"NDY-020","52","positive feedback","0","48"
"NDY-020","55","positive feedback","0","1"
"NDY-020","56","affection declaration","0","20"
"NDY-020","57","positive feedback","0","29"
"NDY-020","57","compliment","30","54"
"NDY-020","58","positive feedback","0","1"
"NDY-020","58","positive feedback","2","18"
"NDY-020","59","positive feedback","0","8"
"NDY-020","60","positive feedback","0","28"
"NDY-020","60","positive feedback","29","50"
"NDY-020","60","affection declaration","51","65"
"NDY-020","60","encouragement","66","86"
"NDY-020","61","positive feedback","0","32"
"NDY-020","62","compliment","0","31"
"NDY-020","63","affection declaration","0","16"
"NDY-020","64","compliment","0","16"
"NDY-020","64","compliment","20","36"
"NDY-020","65","positive feedback","0","13"
"NDY-020","66","positive feedback","0","13"
"NDY-020","67","positive feedback","0","14"
"NDY-020","68","positive feedback","0","26"
"NDY-020","69","gratitude","0","24"
"NDY-020","70","positive feedback","0","5"
"NDY-020","71","compliment","0","30"
"NDY-020","72","positive feedback","0","35"
"NDY-020","73","positive feedback","0","23"
"NDY-020","74","positive feedback","0","1"
"NDY-020","75","positive feedback","0","29"
"NDY-020","76","positive feedback","0","19"
"NDY-020","76","compliment","20","57"
"NDY-020","77","positive feedback","0","13"
"NDY-020","78","positive feedback","0","63"
"NDY-020","78","compliment","66","97"
"NDY-020","78","positive feedback","98","143"
"NDY-020","78","positive feedback","144","179"
"NDY-020","81","positive feedback","0","31"
"NDY-020","81","positive feedback","32","58"
"NDY-020","82","positive feedback","0","35"
"NDY-020","82","positive feedback","85","118"
"NDY-020","83","compliment","0","10"
"NDY-020","86","positive feedback","0","41"
"NDY-020","87","positive feedback","0","21"
"NDY-020","88","positive feedback","0","12"
"NDY-020","89","positive feedback","0","27"
"NDY-020","89","affection declaration","28","49"
"NDY-020","89","encouragement","50","68"
"NDY-020","90","encouragement","0","25"
"NDY-020","90","positive feedback","26","37"
"NDY-020","90","compliment","40","68"
"NDY-020","90","affection declaration","80","101"
"NDY-020","91","positive feedback","0","35"
"NDY-020","91","positive feedback","36","103"
"NDY-020","91","gratitude","104","115"
"NDY-020","91","encouragement","118","171"
"NDY-020","91","affection declaration","172","197"
"NDY-020","91","gratitude","198","226"
"NDY-020","92","compliment","0","50"
"NDY-020","92","compliment","55","106"
"NDY-020","93","compliment","0","81"
"NDY-020","93","positive feedback","86","134"
"NDY-020","93","compliment","240","272"
"NDY-020","94","positive feedback","0","18"
"NDY-020","94","affection declaration","19","30"
"NDY-020","96","positive feedback","0","58"
"NDY-020","96","compliment","122","222"
"NDY-020","96","positive feedback","225","328"
"NDY-020","96","compliment","361","389"
"NDY-020","96","compliment","428","449"
"NDY-020","96","positive feedback","529","574"
"NDY-020","99","agreement","0","37"
"NDY-020","100","gratitude","0","49"
"NDY-020","100","compliment","52","75"
"NDY-020","101","positive feedback","0","28"
"NDY-020","101","positive feedback","29","71"
"NDY-020","102","compliment","0","24"
"NDY-020","102","positive feedback","25","74"
"NDY-020","103","positive feedback","0","40"
"NDY-020","103","positive feedback","41","63"
"NDY-020","103","positive feedback","68","131"
"NDY-020","103","positive feedback","132","161"
"NDY-020","104","positive feedback","0","2"
"NDY-020","105","positive feedback","10","11"
"NDY-020","106","positive feedback","0","24"
"NDY-020","107","positive feedback","0","5"
"NDY-020","107","positive feedback","6","45"
"NDY-020","107","compliment","46","121"
"NDY-020","107","affection declaration","122","135"
"NDY-020","108","positive feedback","0","15"
"NDY-020","109","compliment","0","131"
"NDY-020","109","positive feedback","134","231"
"NDY-020","109","positive feedback","232","275"
"NDY-020","111","positive feedback","6","8"
"NDY-020","112","positive feedback","0","11"
"NDY-020","113","compliment","0","20"
"NDY-020","119","positive feedback","0","4"
"NDY-020","120","compliment","0","20"
"NDY-020","120","encouragement","23","77"
"NDY-020","121","positive feedback","0","74"
"NDY-020","121","positive feedback","77","127"
"NDY-020","123","positive feedback","0","20"
"NDY-020","123","positive feedback","24","96"
"NDY-020","124","positive feedback","0","37"
"NDY-020","124","compliment","49","81"
"NDY-020","125","positive feedback","0","50"
"NDY-020","125","gratitude","51","113"
"NDY-020","126","positive feedback","0","35"
"NDY-020","126","compliment","36","123"
"NDY-020","127","positive feedback","0","30"
"NDY-020","127","positive feedback","33","85"
"NDY-020","128","positive feedback","0","7"
"NDY-020","129","affection declaration","0","45"
"NDY-020","131","positive feedback","327","418"
"NDY-020","131","positive feedback","421","516"
"NDY-020","131","compliment","520","529"
"NDY-020","131","compliment","530","597"
"NDY-020","131","positive feedback","610","611"
"NDY-020","132","affection declaration","0","26"
"NDY-020","132","positive feedback","27","40"
"NDY-020","133","positive feedback","0","10"
"NDY-020","133","affection declaration","23","112"
"NDY-020","134","compliment","0","21"
"NDY-020","135","positive feedback","0","24"
"NDY-020","136","positive feedback","0","7"
"NDY-020","136","compliment","8","38"
"NDY-020","137","positive feedback","0","22"
"NDY-020","138","compliment","0","28"
"NDY-020","142","positive feedback","0","28"
"NDY-020","143","positive feedback","0","39"
"NDY-020","143","positive feedback","40","65"
"NDY-020","143","affection declaration","66","69"
"NDY-020","144","compliment","0","28"
"NDY-020","144","positive feedback","31","59"
"NDY-020","145","affection declaration","0","97"
"NDY-020","146","compliment","0","37"
"NDY-020","146","positive feedback","40","75"
"NDY-020","146","compliment","76","126"
"NDY-020","147","positive feedback","0","63"
"NDY-020","147","positive feedback","66","110"
"NDY-020","147","gratitude","113","208"
"NDY-020","148","positive feedback","0","48"
"NDY-020","149","positive feedback","0","26"
"NDY-020","149","compliment","27","48"
"NDY-020","150","positive feedback","0","31"
"NDY-020","151","compliment","0","90"
"NDY-020","151","positive feedback","91","170"
"NDY-020","152","compliment","0","153"
"NDY-020","152","gratitude","154","176"
"NDY-020","153","positive feedback","0","82"
"NDY-020","153","positive feedback","83","111"
"NDY-020","154","positive feedback","0","32"
"NDY-020","155","positive feedback","0","18"
"NDY-020","155","positive feedback","21","65"
"NDY-020","155","affection declaration","77","93"
"NDY-020","156","positive feedback","0","13"
"NDY-020","157","positive feedback","0","15"
"NDY-020","158","positive feedback","0","26"
"NDY-020","158","positive feedback","27","76"
"NDY-020","158","positive feedback","77","112"
"NDY-020","158","encouragement","113","153"
"NDY-020","158","encouragement","156","181"
"NDY-020","158","affection declaration","214","247"
"NDY-020","158","positive feedback","250","268"
"NDY-020","159","gratitude","0","10"
"NDY-020","159","compliment","13","41"
"NDY-020","159","affection declaration","152","205"
"NDY-020","159","compliment","152","205"
"NDY-020","159","positive feedback","152","205"
"NDY-020","159","positive feedback","208","311"
"NDY-020","159","affection declaration","314","352"
"NDY-020","159","positive feedback","353","419"
"NDY-020","159","gratitude","420","428"
"NDY-020","159","positive feedback","440","443"
"NDY-020","160","positive feedback","0","18"
"NDY-020","161","positive feedback","0","47"
"NDY-020","162","positive feedback","0","23"
"NDY-020","162","positive feedback","24","38"
"NDY-020","162","positive feedback","80","81"
"NDY-020","163","positive feedback","0","60"
"NDY-020","163","compliment","61","104"
"NDY-020","163","affection declaration","105","110"
"NDY-020","164","compliment","0","55"
"NDY-020","164","encouragement","56","76"
"NDY-020","165","positive feedback","0","28"
"NDY-020","165","positive feedback","31","75"
"NDY-020","165","positive feedback","78","116"
"NDY-020","165","positive feedback","119","134"
"NDY-020","165","positive feedback","137","163"
"NDY-020","165","encouragement","164","230"
"NDY-020","166","positive feedback","0","12"
"NDY-020","166","positive feedback","15","65"
"NDY-020","166","positive feedback","117","134"
"NDY-020","166","compliment","139","156"
"NDY-020","167","positive feedback","0","28"
"NDY-020","167","positive feedback","29","46"
"NDY-020","168","compliment","0","24"
"NDY-020","169","positive feedback","0","18"
"NDY-020","169","compliment","19","83"
"NDY-020","169","affection declaration","84","110"
"NDY-020","170","compliment","0","22"
"NDY-020","170","positive feedback","27","68"
"NDY-020","171","positive feedback","0","66"
"NDY-020","171","compliment","103","228"
"NDY-020","171","positive feedback","231","261"
"NDY-020","171","encouragement","310","328"
"NDY-020","172","positive feedback","0","16"
"NDY-020","172","positive feedback","17","36"
"NDY-020","173","positive feedback","0","34"
"NDY-020","173","gratitude","99","112"
"NDY-020","174","positive feedback","71","185"
"NDY-020","174","affection declaration","188","198"
"NDY-020","174","positive feedback","199","216"
"NDY-020","175","positive feedback","0","20"
"NDY-020","176","positive feedback","0","15"
"NDY-020","176","positive feedback","16","41"
"NDY-020","177","positive feedback","0","48"
"NDY-020","178","positive feedback","0","21"
"NDY-020","178","compliment","22","59"
"NDY-020","179","positive feedback","0","60"
"NDY-020","180","positive feedback","0","13"
"NDY-020","181","positive feedback","0","12"
"NDY-020","182","positive feedback","0","46"
"NDY-020","182","compliment","47","70"
"NDY-020","182","positive feedback","75","126"
"NDY-020","183","compliment","0","81"
"NDY-020","183","affection declaration","82","101"
"NDY-020","184","positive feedback","0","72"
"NDY-020","184","affection declaration","77","121"
"NDY-020","184","positive feedback","128","130"
"NDY-020","185","compliment","0","33"
"NDY-020","185","affection declaration","34","50"
"NDY-020","185","positive feedback","104","105"
"NDY-020","185","positive feedback","111","141"
"NDY-020","185","compliment","148","163"
"NDY-020","186","positive feedback","0","11"
"NDY-020","186","positive feedback","12","44"
"NDY-020","186","compliment","45","71"
"NDY-020","186","positive feedback","74","183"
"NDY-020","186","compliment","184","213"
"NDY-020","187","positive feedback","0","55"
"NDY-020","187","compliment","60","168"
"NDY-020","187","affection declaration","169","197"
"NDY-020","188","compliment","0","76"
"NDY-020","188","positive feedback","79","118"
"NDY-020","188","compliment","79","118"
"NDY-020","188","compliment","121","153"
"NDY-020","189","positive feedback","0","28"
"NDY-020","190","positive feedback","0","35"
"NDY-020","190","compliment","40","70"
"NDY-020","190","positive feedback","73","101"
"NDY-020","191","positive feedback","0","71"
"NDY-020","191","compliment","72","110"
"NDY-020","191","positive feedback","115","161"
"NDY-020","191","positive feedback","162","219"
"NDY-020","192","positive feedback","0","37"
"NDY-020","193","positive feedback","0","24"
"NDY-020","194","positive feedback","0","22"
"NDY-020","194","positive feedback","34","74"
"NDY-020","194","compliment","75","140"
"NDY-020","194","encouragement","141","170"
"NDY-020","195","positive feedback","0","46"
"NDY-020","195","positive feedback","49","89"
"NDY-020","195","compliment","92","165"
"NDY-020","196","positive feedback","0","27"
"NDY-020","197","positive feedback","0","36"
"NDY-020","197","positive feedback","37","88"
"NDY-020","197","positive feedback","89","123"
"NDY-020","198","positive feedback","0","15"
"NDY-020","199","compliment","0","33"
"NDY-020","199","positive feedback","34","49"
"NDY-020","200","compliment","0","11"
"NDY-020","200","positive feedback","12","60"
"NDY-020","201","positive feedback","0","22"
"NDY-020","202","positive feedback","0","85"
"NDY-020","202","compliment","86","191"
"NDY-020","202","compliment","192","253"
"NDY-020","202","positive feedback","254","382"
"NDY-020","202","encouragement","383","394"
"NDY-020","203","compliment","0","31"
"NDY-020","204","positive feedback","0","53"
"NDY-020","204","encouragement","54","68"
"NDY-020","204","compliment","73","95"
"NDY-020","205","affection declaration","0","114"
"NDY-020","206","compliment","0","158"
"NDY-020","206","compliment","161","252"
"NDY-020","206","positive feedback","255","370"
"NDY-020","206","compliment","371","516"
"NDY-020","206","encouragement","519","533"
"NDY-020","206","affection declaration","632","680"
"NDY-020","206","gratitude","683","698"
"NDY-020","208","positive feedback","0","13"
"NDY-020","209","positive feedback","0","11"
"NDY-020","209","compliment","14","33"
"NDY-020","209","positive feedback","43","56"
"NDY-020","209","positive feedback","57","67"
"NDY-020","210","positive feedback","0","24"
"NDY-020","211","positive feedback","0","40"
"NDY-020","212","positive feedback","0","82"
"NDY-020","212","positive feedback","85","98"
"NDY-020","212","compliment","101","132"
"NDY-020","212","compliment","135","178"
"NDY-020","212","affection declaration","181","242"
"NDY-020","212","encouragement","245","272"
"NDY-020","213","positive feedback","0","42"
"NDY-020","213","compliment","45","85"
"NDY-020","213","compliment","88","166"
"NDY-020","214","positive feedback","0","7"
"NDY-020","214","positive feedback","8","38"
"NDY-020","214","compliment","39","103"
"NDY-020","214","affection declaration","104","114"
"NDY-020","215","positive feedback","0","27"
"NDY-020","215","compliment","28","49"
"NDY-020","216","positive feedback","0","42"
"NDY-020","217","positive feedback","0","26"
"NDY-020","218","positive feedback","0","125"
"NDY-020","218","positive feedback","128","152"
"NDY-020","218","positive feedback","157","218"
"NDY-020","218","positive feedback","221","289"
"NDY-020","218","gratitude","292","306"
"NDY-020","219","positive feedback","0","20"
"NDY-020","220","positive feedback","0","42"
"NDY-020","220","positive feedback","45","72"
"NDY-020","220","positive feedback","73","95"
"NDY-020","221","compliment","0","20"
"NDY-020","221","positive feedback","21","55"
"NDY-020","221","compliment","58","102"
"NDY-020","221","positive feedback","103","181"
"NDY-020","222","positive feedback","0","14"
"NDY-020","223","positive feedback","21","22"
"NDY-020","224","compliment","0","50"
"NDY-020","224","positive feedback","51","71"
"NDY-020","224","compliment","72","104"
"NDY-020","225","compliment","0","22"
"NDY-020","226","positive feedback","0","46"
"NDY-020","227","positive feedback","0","18"
"NDY-020","227","positive feedback","50","90"
"NDY-020","227","compliment","102","203"
"NDY-020","227","affection declaration","215","233"
"NDY-020","228","positive feedback","0","26"
"NDY-020","228","encouragement","27","50"
"NDY-020","228","compliment","51","86"
"NDY-020","228","affection declaration","87","96"
"NDY-020","229","compliment","0","72"
"NDY-020","229","positive feedback","73","96"
"NDY-020","229","affection declaration","97","99"
"NDY-020","230","compliment","0","31"
"NDY-020","231","positive feedback","0","17"
"NDY-020","231","affection declaration","18","27"
"NDY-020","232","compliment","0","29"
"NDY-020","233","positive feedback","0","22"
"NDY-020","233","compliment","23","128"
"NDY-020","233","positive feedback","131","168"
"NDY-020","234","compliment","0","73"
"NDY-020","234","compliment","76","83"
"NDY-020","234","encouragement","86","102"
"NDY-020","235","compliment","0","50"
"NDY-020","235","positive feedback","75","116"
"NDY-020","235","affection declaration","117","138"
"NDY-020","238","positive feedback","0","30"
"NDY-020","238","positive feedback","33","65"
"NDY-020","238","compliment","66","95"
"NDY-020","239","positive feedback","0","21"
"NDY-020","239","positive feedback","22","120"
"NDY-020","239","encouragement","121","132"
"NDY-020","240","positive feedback","0","14"
"NDY-020","240","positive feedback","15","37"
"NDY-020","242","positive feedback","0","18"
"NDY-020","242","compliment","23","43"
"NDY-020","243","compliment","0","20"
"NDY-020","243","affection declaration","21","46"
"NDY-020","243","positive feedback","47","101"
"NDY-020","243","compliment","102","122"
"NDY-020","243","affection declaration","123","126"
"NDY-020","244","positive feedback","0","19"
"NDY-020","244","affection declaration","20","47"
"NDY-020","244","affection declaration","50","89"
"NDY-020","244","compliment","90","134"
"NDY-020","245","positive feedback","0","29"
"NDY-020","245","positive feedback","30","67"
"NDY-020","245","compliment","68","79"
"NDY-020","245","encouragement","82","100"
"NDY-020","246","positive feedback","0","99"
"NDY-020","246","compliment","102","172"
"NDY-020","246","positive feedback","240","277"
"NDY-020","246","gratitude","280","330"
"NDY-020","246","affection declaration","333","362"
"NDY-020","246","positive feedback","333","362"
"NDY-020","247","positive feedback","0","9"
"NDY-020","247","positive feedback","10","33"
"NDY-020","247","affection declaration","36","114"
"NDY-020","247","positive feedback","117","134"
"NDY-020","247","affection declaration","135","156"
"NDY-020","248","positive feedback","0","32"
"NDY-020","248","positive feedback","35","86"
"NDY-020","248","gratitude","89","96"
"NDY-020","249","positive feedback","0","25"
"NDY-020","250","positive feedback","0","18"
"NDY-020","250","positive feedback","19","44"
"NDY-020","251","positive feedback","0","49"
"NDY-020","251","affection declaration","50","76"
"NDY-020","251","positive feedback","77","94"
"NDY-020","251","encouragement","95","116"
"NDY-020","252","affection declaration","10","32"
"NDY-020","252","affection declaration","33","71"
"NDY-020","252","positive feedback","74","114"
"NDY-020","252","affection declaration","115","135"
"NDY-020","253","positive feedback","0","26"
"NDY-020","253","compliment","27","94"
"NDY-020","253","compliment","97","129"
"NDY-020","254","compliment","0","24"
"NDY-020","255","positive feedback","0","9"
"NDY-020","256","compliment","0","18"
"NDY-020","256","encouragement","19","33"
"NDY-020","256","positive feedback","34","56"
"NDY-020","257","positive feedback","0","48"
"NDY-020","257","positive feedback","49","68"
"NDY-020","257","positive feedback","71","139"
"NDY-020","258","positive feedback","0","56"
"NDY-020","258","positive feedback","57","102"
"NDY-020","259","positive feedback","0","16"
"NDY-020","259","positive feedback","17","55"
"NDY-020","260","positive feedback","0","22"
"NDY-020","260","encouragement","23","38"
"NDY-020","260","positive feedback","39","84"
"NDY-020","262","affection declaration","0","30"
"NDY-020","262","compliment","31","157"
"NDY-020","263","affection declaration","0","44"
"NDY-020","263","affection declaration","45","59"
"NDY-020","264","positive feedback","61","62"
"NDY-020","264","sympathy","63","89"
"NDY-020","264","affection declaration","90","111"
"NDY-020","265","affection declaration","0","39"
"NDY-020","265","positive feedback","40","75"
"NDY-020","265","compliment","76","111"
"NDY-020","265","compliment","112","160"
"NDY-020","265","encouragement","161","203"
"NDY-020","265","compliment","204","231"
"NDY-020","265","affection declaration","232","260"
"NDY-020","266","affection declaration","0","58"
"NDY-020","266","gratitude","59","103"
"NDY-020","267","positive feedback","0","19"
"NDY-020","267","positive feedback","20","53"
"NDY-020","267","affection declaration","54","90"
"NDY-020","268","positive feedback","0","3"
"NDY-020","268","positive feedback","6","67"
"NDY-020","268","compliment","119","152"
"NDY-020","268","compliment","164","231"
"NDY-020","268","compliment","234","320"
"NDY-020","269","sympathy","8","71"
"NDY-020","270","positive feedback","0","42"
"NDY-020","271","positive feedback","0","71"
"NDY-020","271","positive feedback","160","217"
"NDY-020","271","compliment","220","257"
"NDY-020","271","positive feedback","260","292"
"NDY-020","272","compliment","36","47"
"NDY-020","273","compliment","0","26"
"NDY-020","273","affection declaration","27","41"
"NDY-020","274","compliment","0","67"
"NDY-020","274","positive feedback","68","178"
"NDY-020","274","compliment","182","201"
"NDY-020","274","encouragement","202","237"
"NDY-020","274","compliment","242","262"
"NDY-020","275","positive feedback","0","95"
"NDY-020","276","positive feedback","0","26"
"NDY-020","277","positive feedback","95","142"
"NDY-020","277","positive feedback","145","168"
"NDY-020","278","positive feedback","0","63"
"NDY-020","278","compliment","64","125"
"NDY-020","278","encouragement","126","146"
"NDY-020","278","positive feedback","147","188"
"NDY-020","278","positive feedback","266","288"
"NDY-020","278","encouragement","289","318"
"NDY-020","279","compliment","0","23"
"NDY-020","279","positive feedback","26","97"
"NDY-020","280","compliment","0","58"
"NDY-020","280","affection declaration","92","127"
"NDY-020","280","compliment","208","288"
"NDY-020","280","gratitude","291","305"
"NDY-020","281","positive feedback","47","92"
"NDY-020","281","positive feedback","93","135"
"NDY-020","281","affection declaration","147","236"
"NDY-020","281","positive feedback","147","236"
"NDY-020","282","positive feedback","0","17"
"NDY-020","282","positive feedback","18","57"
"NDY-020","282","compliment","58","93"
"NDY-020","282","affection declaration","94","137"
"NDY-020","282","positive feedback","94","137"
"NDY-020","282","affection declaration","138","155"
"NDY-020","283","compliment","0","25"
"NDY-020","284","positive feedback","0","22"
"NDY-020","285","compliment","0","31"
"NDY-020","285","affection declaration","61","88"
"NDY-020","286","positive feedback","0","41"
"NDY-020","286","positive feedback","44","72"
"NDY-020","286","gratitude","73","90"
"NDY-020","287","positive feedback","0","24"
"NDY-020","287","positive feedback","27","87"
"NDY-020","287","positive feedback","90","116"
"NDY-020","288","positive feedback","0","50"
"NDY-020","288","compliment","51","133"
"NDY-020","289","affection declaration","0","104"
"NDY-020","289","affection declaration","107","211"
"NDY-020","289","positive feedback","216","228"
"NDY-020","289","encouragement","231","253"
"NDY-020","290","positive feedback","41","96"
"NDY-020","290","affection declaration","97","107"
"NDY-020","291","positive feedback","0","3"
"NDY-020","291","positive feedback","10","47"
"NDY-020","291","positive feedback","55","83"
"NDY-020","291","compliment","84","103"
"NDY-020","291","positive feedback","106","131"
"NDY-020","291","affection declaration","136","261"
"NDY-020","292","positive feedback","0","22"
"NDY-020","292","positive feedback","25","57"
"NDY-020","292","compliment","62","107"
"NDY-020","293","affection declaration","0","70"
"NDY-020","294","positive feedback","0","20"
"NDY-020","294","positive feedback","25","63"
"NDY-020","295","positive feedback","0","23"
"NDY-020","296","positive feedback","0","28"
"NDY-020","296","positive feedback","29","86"
"NDY-020","297","positive feedback","0","5"
"NDY-020","297","compliment","6","36"
"NDY-020","297","positive feedback","39","77"
"NDY-020","297","affection declaration","80","99"
"NDY-020","298","compliment","0","106"
"NDY-020","298","positive feedback","109","170"
"NDY-020","298","gratitude","173","178"
"NDY-020","298","positive feedback","181","199"
"NDY-020","298","compliment","202","221"
"NDY-020","298","encouragement","224","233"
"NDY-020","299","positive feedback","0","65"
"NDY-020","300","positive feedback","0","25"
"NDY-020","301","positive feedback","0","11"
"NDY-020","301","positive feedback","15","24"
"NDY-020","301","positive feedback","28","31"
"NDY-020","302","positive feedback","0","14"
"NDY-020","303","positive feedback","0","14"
"NDY-020","303","affection declaration","15","60"
"NDY-020","303","compliment","61","128"
"NDY-020","303","encouragement","129","148"
"NDY-020","304","positive feedback","0","27"
"NDY-020","305","compliment","0","26"
"NDY-020","305","positive feedback","27","51"
"NDY-020","306","positive feedback","0","19"
"NDY-020","306","positive feedback","20","101"
"NDY-020","307","positive feedback","0","30"
"NDY-020","308","compliment","0","41"
"NDY-020","308","positive feedback","42","171"
"NDY-020","308","affection declaration","172","191"
"NDY-020","308","encouragement","192","218"
"NDY-020","308","positive feedback","231","232"
"NDY-020","309","affection declaration","0","35"
"NDY-020","309","positive feedback","38","82"
"NDY-020","310","positive feedback","0","44"
"NDY-020","310","affection declaration","68","125"
"NDY-020","310","affection declaration","126","173"
"NDY-020","310","compliment","174","203"
"NDY-020","310","affection declaration","204","266"
"NDY-020","310","positive feedback","267","286"
"NDY-020","310","affection declaration","382","434"
